,제목,장르,작가,연재 시작일,마지막 연재일,회수,조회수,추천수,글자수,선작수
165,선독점 레벨업 하는 로그,판타지,글쟁이라떼,2024.01.27 11:53,2024.06.14 21:53,112 회,"2,019,523","86,665","701,448","17,584"
166,선독점 나는 이렇게 재벌이 되었다,"현대판타지, 대체역사",푸달,2022.07.15 11:03,2024.05.08 12:20,589 회,"8,742,631","275,314","4,083,625","18,176"
167,선독점 전생에 미켈란젤로였다,"현대판타지, 드라마",4분,2023.03.28 14:40,2024.06.06 16:54,431 회,"3,418,074","124,352","2,913,648","14,867"
168,선독점 기적을 빚는 도예가,"현대판타지, 판타지",노델,2024.03.11 08:05,2024.06.20 21:19,101 회,"726,370","21,354","567,877","4,646"
169,선독점 회귀한 김에 아이돌 때려칩니다,"현대판타지, 로맨스",엔터키뽑,2024.04.03 14:00,2024.06.20 21:48,73 회,"1,347,369","31,383","420,350","9,501"
170,선독점 변경의 죄수는 검성을 꿈꾼다,판타지,Cadilet,2024.02.22 23:08,2024.06.20 18:15,127 회,"706,157","31,748","1,186,812","5,664"
171,선독점 귀농했더니 국가급 거물 후배들이 몰려든다,"현대판타지, 판타지",아길론™,2023.11.18 13:46,2024.06.18 18:00,164 회,"2,186,858","50,979","897,192","11,635"
172,선독점 역대급 라이프 스타일,"현대판타지, 판타지",에쮸드,2024.02.20 12:59,2024.06.20 22:00,144 회,"1,551,119","32,139","791,816","7,246"
173,선독점 대뜸 착각당했다 괴물 천재배우로,"현대판타지, 판타지",장탄,2022.12.26 21:26,2024.03.20 17:00,481 회,"11,256,305","355,756","3,236,694","32,763"
174,선독점 AI 나노봇으로 농사를 딸깍,현대판타지,따상,2024.02.26 14:02,2024.06.20 22:11,95 회,"1,096,997","33,550","511,211","6,157"
175,선독점 아포칼립스 EX급 벙커 라이프,"현대판타지, 퓨전",켈린더,2024.04.11 14:50,2024.06.20 18:30,74 회,"748,194","14,732","468,286","4,660"
176,선독점 아카데미의 시간 정지 플레이어,"현대판타지, 퓨전",애모르,2022.01.01 12:52,2022.11.23 18:00,206 회,"2,296,671","49,428","1,179,217","10,739"
177,선독점 근력 만렙 중세인,"판타지, 퓨전",련습,2024.02.21 19:56,2024.06.20 23:00,111 회,"1,069,760","32,751","821,058","7,601"
178,선독점 MLB 천재들이 방출 포수를 너무 좋아함,"스포츠, 현대판타지",에필로거,2024.03.18 10:01,2024.06.20 18:00,92 회,"1,206,461","25,275","507,985","5,600"
179,선독점 고졸순경이 경찰청장 되기,"현대판타지, 퓨전",해황,2020.05.11 16:44,2024.06.20 18:00,"1,907 회","3,536,613","105,908","12,506,256","4,413"
180,선독점 여행 중에 아이가 생겼다.,현대판타지,소설마표,2024.03.14 16:49,2024.06.20 18:00,102 회,"823,307","16,088","530,048","3,972"
181,선독점 역천무림,무협,라바테라,2024.03.22 18:36,2024.06.20 22:39,93 회,"1,112,880","25,881","556,822","5,629"
182,선독점 전생이 천재였다,"현대판타지, 드라마",나일함,2021.03.18 21:16,2022.06.30 13:00,320 회,"7,027,802","227,098","1,780,564","27,655"
183,선독점 고인물의 스킬이 너무 화려하다,"퓨전, 판타지",광산김가,2024.02.05 10:58,2024.06.20 21:00,115 회,"1,794,730","36,706","743,541","9,095"
184,선독점 이혼 후 작두 탔습니다.,현대판타지,동심(動心),2023.08.22 21:21,2024.06.20 20:00,238 회,"1,662,526","28,963","1,871,088","5,713"
185,선독점 야만전사의 게임방송,"현대판타지, 판타지",냐타드코코,2024.01.30 11:19,2024.06.20 20:00,124 회,"944,335","26,155","889,649","5,689"
186,선독점 무인도 힐링 라이프를 꿈꿨는데 대박집 사장님이 되었다!,현대판타지,R렉스,2024.03.15 15:56,2024.06.20 18:00,100 회,"563,467","15,653","546,814","3,139"
187,선독점 명문고 EX급 조연의 리플레이,"현대판타지, 게임",기월월,2019.09.02 11:10,2024.06.19 17:00,"1,152 회","8,061,462","438,669","6,431,796","18,962"
188,선독점 전천후 연예생활백서,"현대판타지, 드라마",자경(蔗境),2020.11.26 14:20,2022.06.10 21:20,417 회,"5,939,498","166,406","3,054,068","13,838"
189,선독점 수비천재가 3점을 폭격함,"스포츠, 현대판타지",코다,2024.03.04 21:57,2024.06.20 22:00,122 회,"946,625","24,715","723,743","5,197"
190,선독점 삼국지 : 유비의 아들은 조용히 살고 싶다.,"대체역사, 판타지",조작가R,2024.02.19 18:02,2024.06.20 19:00,106 회,"299,634","11,102","634,622","1,994"
191,선독점 중세 불꽃의 기사로 살아남기,"판타지, 퓨전",포더엠,2024.03.18 18:42,2024.06.20 20:00,97 회,"1,285,629","33,896","630,078","7,464"
192,선독점 격랑을 누르는 검,무협,백연™,2024.02.03 09:43,2024.06.21 08:00,129 회,"1,419,359","47,440","695,180","7,760"
193,선독점 내 땅에 통행료가 들어온다,"퓨전, 판타지",현진현우,2024.03.04 16:20,2024.06.20 18:00,112 회,"652,490","14,653","601,423","2,919"
194,선독점 내 안에 AI가 들어왔다,현대판타지,장경의꿈,2024.01.24 09:53,2024.06.21 12:20,134 회,"1,411,436","29,110","742,138","5,097"
195,선독점 투수가 딸깍함!,"스포츠, 현대판타지",엉심킬러,2023.12.06 10:50,2024.06.21 13:00,166 회,"1,316,387","36,814","987,176","6,158"
196,선독점 착각계 소드마스터,"판타지, 퓨전",기뮨,2024.03.26 12:37,2024.06.21 00:36,67 회,"1,060,784","25,771","454,994","7,393"
197,선독점 여행 유튜버가 된 언어 천재,"현대판타지, 판타지",한성윤,2023.12.03 15:45,2024.06.20 18:00,167 회,"994,384","28,293","986,598","5,584"
198,선독점 돈과 재능이 쏟아져,"현대판타지, 퓨전",더페이서,2022.02.24 09:02,2023.03.19 10:25,278 회,"3,929,018","101,344","1,508,664","13,474"
199,선독점 사천당가로 회귀한 천재독마,"무협, 판타지",무향(武香),2023.05.10 10:08,2024.01.11 19:20,200 회,"1,298,446","32,464","1,064,262","5,584"
200,선독점 짐꾼이었던 내가 마력이 무한?,"게임, 퓨전",1인5역,2023.03.26 17:00,2023.10.12 13:05,207 회,"2,669,296","58,209","1,107,992","10,597"
